account_id,customer_id,credit_limit_usd,fico_score,apr_percent,risk_band
16043,16043,27255,733,16.47,Medium
16044,16044,18960,606,21.5,High
16045,16045,32025,649,20.05,High
16046,16046,20997,691,16.96,Medium
16047,16047,25558,640,19.53,High
16048,16048,12007,607,20.67,High
16049,16049,2492,674,19.43,Medium
16050,16050,15255,713,16.78,Medium
16051,16051,16789,629,19.91,High
16052,16052,18966,680,16.64,Medium
16053,16053,4067,581,21.89,High
16054,16054,5057,616,18.89,High
16055,16055,18235,613,21.97,High
16056,16056,24839,641,17.61,High
16057,16057,4062,555,20.92,VeryHigh
16058,16058,11594,589,19.45,High
16059,16059,8637,645,16.01,High
16060,16060,13892,593,20.79,High
16061,16061,18170,692,18.37,Medium
16062,16062,3693,577,22.88,VeryHigh
16063,16063,33103,672,17.49,Medium
16064,16064,4848,645,19.03,High
16065,16065,115443,687,17.31,Medium
16066,16066,16505,756,17.19,Low
16067,16067,3191,601,22.8,High
16068,16068,67476,748,15.16,Low
16069,16069,5840,709,18.11,Medium
16070,16070,5548,650,17.31,High
16071,16071,15081,657,19.73,High
16072,16072,7666,640,18.94,High
16073,16073,97607,585,21.7,High
16074,16074,47161,666,18.12,High
16075,16075,3347,548,22.12,VeryHigh
16076,16076,14807,667,19.3,High
16077,16077,9392,677,19.58,Medium
16078,16078,30237,622,19.96,High
16079,16079,36095,681,17.33,Medium
16080,16080,34840,758,14.32,Low
16081,16081,71182,695,15.74,Medium
16082,16082,10482,658,20.2,High
16083,16083,5235,562,23.2,VeryHigh
16084,16084,51493,686,19.31,Medium
16085,16085,13755,682,18.21,Medium
16086,16086,13608,659,17.83,High
16087,16087,11137,634,19.18,High
16088,16088,2513,621,21.77,High
16089,16089,2446,556,23.07,VeryHigh
16090,16090,33303,745,16.87,Low
16091,16091,2553,627,19.69,High
16092,16092,3683,606,17.61,High
16093,16093,119323,822,11.77,VeryLow
16094,16094,4215,584,23.24,High
16095,16095,3888,646,19.52,High
16096,16096,6475,646,18.01,High
16097,16097,33243,723,17.35,Medium
16098,16098,19503,658,17.64,High
16099,16099,9930,683,15.49,Medium
16100,16100,23567,771,13.9,Low
16101,16101,11830,697,13.84,Medium
16102,16102,8846,651,18.28,High
16103,16103,9804,680,16.54,Medium
16104,16104,12047,653,16.53,High
16105,16105,8805,682,18.23,Medium
16106,16106,13045,652,16.48,High
16107,16107,6118,625,19.3,High
16108,16108,2171,666,17.26,High
16109,16109,6626,606,21.34,High
16110,16110,14710,669,18.91,High
16111,16111,23879,721,17.67,Medium
16112,16112,17167,583,19.4,High
16113,16113,15922,727,16.27,Medium
16114,16114,37685,671,17.03,Medium
16115,16115,18647,653,18.12,High
16116,16116,14040,646,19.26,High
16117,16117,3639,643,20.2,High
16118,16118,21385,673,19.65,Medium
16119,16119,22414,611,19.13,High
16120,16120,19399,528,22.1,VeryHigh
16121,16121,55236,714,16.06,Medium
16122,16122,22962,596,21.73,High
16123,16123,13338,734,17.95,Medium
16124,16124,26567,676,15.82,Medium
16125,16125,19733,616,19.05,High
16126,16126,7109,687,16.99,Medium
16127,16127,2596,532,19.04,VeryHigh
16128,16128,4261,650,18.99,High
16129,16129,15537,723,14.68,Medium
16130,16130,33762,755,16.32,Low
16131,16131,9660,540,25.47,VeryHigh
16132,16132,20146,658,19.59,High
16133,16133,9178,621,21.09,High
16134,16134,24417,563,17.5,VeryHigh
16135,16135,34707,788,18.22,Low
16136,16136,44329,585,20.8,High
16137,16137,2466,638,18.78,High
16138,16138,5312,673,17.25,Medium
16139,16139,8412,748,15.89,Low
16140,16140,5801,676,19.22,Medium
16141,16141,9412,641,19.75,High
16142,16142,141408,780,14.02,Low
16143,16143,80852,727,18.21,Medium
16144,16144,4770,594,22.07,High
16145,16145,17006,688,17.5,Medium
16146,16146,5966,629,20.24,High
16147,16147,15875,703,19.42,Medium
16148,16148,8813,556,24.81,VeryHigh
16149,16149,4380,580,20.97,High
16150,16150,11027,651,21.89,High
16151,16151,4357,555,21.4,VeryHigh
16152,16152,22854,717,19.86,Medium
16153,16153,12963,608,21.36,High
16154,16154,6729,584,22.06,High
16155,16155,16154,694,19.08,Medium
16156,16156,40701,694,14.91,Medium
16157,16157,11250,750,13.71,Low
16158,16158,12131,569,22.93,VeryHigh
16159,16159,16160,659,19.96,High
16160,16160,21578,720,17.39,Medium
16161,16161,7120,617,21.5,High
16162,16162,28983,690,19.12,Medium
16163,16163,3907,634,21.84,High
16164,16164,10923,646,17.69,High
16165,16165,37345,805,12.55,VeryLow
16166,16166,6023,656,19.09,High
16167,16167,11063,689,14.74,Medium
16168,16168,32606,687,21.03,Medium
16169,16169,3196,571,21.68,VeryHigh
16170,16170,43022,674,17.59,Medium
16171,16171,5589,620,21.26,High
16172,16172,36751,717,16.19,Medium
16173,16173,29878,708,15.58,Medium
16174,16174,47981,700,16.94,Medium
16175,16175,10324,692,17.86,Medium
16176,16176,3537,564,24.38,VeryHigh
16177,16177,20079,686,18.56,Medium
16178,16178,4006,636,19.43,High
16179,16179,56070,723,14.88,Medium
16180,16180,11152,575,22.99,VeryHigh
16181,16181,7233,652,19.85,High
16182,16182,18774,735,16.17,Medium
16183,16183,2388,736,15.01,Medium
16184,16184,8734,629,20.1,High
16185,16185,5471,566,23.51,VeryHigh
16186,16186,24510,640,19.62,High
16187,16187,30131,707,17.16,Medium
16188,16188,33726,772,13.68,Low
16189,16189,3575,550,23.31,VeryHigh
16190,16190,48432,710,16.4,Medium
16191,16191,11099,657,18.64,High
16192,16192,10977,689,19.1,Medium
16193,16193,56708,705,15.69,Medium
16194,16194,7199,686,19.6,Medium
16195,16195,9355,764,14.65,Low
16196,16196,59716,749,13.75,Low
16197,16197,44285,706,20.08,Medium
16198,16198,3649,598,19.07,High
16199,16199,23571,659,19.35,High
16200,16200,7511,637,19.36,High
16201,16201,6767,685,17.85,Medium
16202,16202,22157,753,15.67,Low
16203,16203,22952,741,14.04,Low
16204,16204,11052,643,21.34,High
16205,16205,22827,720,15.6,Medium
16206,16206,15791,734,11.81,Medium
16207,16207,9815,660,17.84,High
16208,16208,64651,705,18.84,Medium
16209,16209,5070,669,16.79,High
16210,16210,6670,646,19.11,High
16211,16211,3623,651,20.63,High
16212,16212,2158,554,19.37,VeryHigh
16213,16213,15322,655,19.65,High
16214,16214,21284,638,17.82,High
16215,16215,9909,638,17.71,High
16216,16216,22298,532,22.43,VeryHigh
16217,16217,27189,715,18.34,Medium
16218,16218,21007,570,24.6,VeryHigh
16219,16219,3453,695,17.78,Medium
16220,16220,10054,542,22.67,VeryHigh
16221,16221,4402,667,19.22,High
16222,16222,10018,643,19.02,High
16223,16223,33378,708,16.18,Medium
16224,16224,18395,677,19.48,Medium
16225,16225,14352,614,21.9,High
16226,16226,2654,515,22.05,VeryHigh
16227,16227,3536,632,20.79,High
16228,16228,2411,687,18.27,Medium
16229,16229,17510,690,18.29,Medium
16230,16230,16269,623,19.34,High
16231,16231,3024,599,21.57,High
16232,16232,8007,662,17.45,High
16233,16233,7088,569,20.83,VeryHigh
16234,16234,14210,736,16.69,Medium
16235,16235,4635,578,18.49,VeryHigh
16236,16236,12446,758,13.63,Low
16237,16237,22438,679,16.11,Medium
16238,16238,5864,581,23.0,High
16239,16239,8669,693,16.41,Medium
16240,16240,12666,554,25.21,VeryHigh
16241,16241,25298,677,19.12,Medium
16242,16242,9620,625,20.19,High
16243,16243,3125,671,18.92,Medium
16244,16244,4117,575,20.58,VeryHigh
16245,16245,13496,718,17.67,Medium
16246,16246,3810,547,26.54,VeryHigh
16247,16247,4476,635,19.58,High
16248,16248,17160,613,21.83,High
16249,16249,3513,608,19.86,High
16250,16250,7082,596,22.48,High
16251,16251,3394,614,21.59,High
16252,16252,32267,730,16.18,Medium
16253,16253,3389,699,21.54,Medium
16254,16254,22107,719,18.5,Medium
16255,16255,8493,632,21.35,High
16256,16256,28633,707,15.72,Medium
16257,16257,19103,838,9.67,VeryLow
16258,16258,96425,702,17.64,Medium
16259,16259,38057,775,15.07,Low
16260,16260,14442,594,23.4,High
16261,16261,24561,723,18.27,Medium
16262,16262,39139,689,21.12,Medium
16263,16263,11904,541,21.34,VeryHigh
16264,16264,10749,728,16.62,Medium
16265,16265,87275,693,18.81,Medium
16266,16266,2122,523,22.82,VeryHigh
16267,16267,1933,495,26.89,VeryHigh
16268,16268,22508,653,19.69,High
16269,16269,8522,562,23.37,VeryHigh
16270,16270,15803,677,17.86,Medium
16271,16271,21856,687,16.41,Medium
16272,16272,3431,557,24.15,VeryHigh
16273,16273,25038,609,21.45,High
16274,16274,1873,554,22.77,VeryHigh
16275,16275,6787,583,22.57,High
16276,16276,46591,703,19.3,Medium
16277,16277,8214,742,14.11,Low
16278,16278,8767,688,17.95,Medium
16279,16279,13786,662,16.95,High
16280,16280,3459,601,18.83,High
16281,16281,3201,544,23.23,VeryHigh
16282,16282,20998,752,15.44,Low
16283,16283,66110,741,16.07,Low
16284,16284,20883,578,23.1,VeryHigh
16285,16285,8338,658,19.84,High
16286,16286,16912,699,16.76,Medium
16287,16287,10782,669,18.77,High
16288,16288,3365,647,16.26,High
16289,16289,25673,705,14.42,Medium
16290,16290,20348,755,17.69,Low
16291,16291,17170,568,23.64,VeryHigh
16292,16292,11851,538,24.82,VeryHigh
16293,16293,7636,709,16.35,Medium
16294,16294,45449,758,15.96,Low
16295,16295,45246,697,14.91,Medium
16296,16296,11498,622,22.11,High
16297,16297,71077,682,17.06,Medium
16298,16298,5743,584,25.45,High
16299,16299,16816,586,23.17,High
16300,16300,23727,622,20.02,High
16301,16301,11926,676,19.56,Medium
16302,16302,56786,704,17.53,Medium
16303,16303,32458,648,21.08,High
16304,16304,9100,584,23.26,High
16305,16305,29055,636,20.15,High
16306,16306,2346,556,24.84,VeryHigh
16307,16307,28856,629,19.03,High
16308,16308,19422,625,19.07,High
16309,16309,3106,698,17.91,Medium
16310,16310,13081,683,16.58,Medium
16311,16311,7219,597,23.05,High
16312,16312,14605,642,16.63,High
16313,16313,4096,505,25.88,VeryHigh
16314,16314,43112,737,16.36,Medium
16315,16315,31230,759,15.15,Low
16316,16316,7048,556,21.77,VeryHigh
16317,16317,71918,850,12.08,VeryLow
16318,16318,22599,632,22.7,High
16319,16319,18100,622,22.75,High
16320,16320,2945,647,19.21,High
16321,16321,7313,633,20.19,High
16322,16322,6333,718,15.86,Medium
16323,16323,27064,660,20.0,High
16324,16324,5797,696,14.79,Medium
16325,16325,80055,718,16.68,Medium
16326,16326,9877,689,18.04,Medium
16327,16327,10656,671,16.86,Medium
16328,16328,10972,629,20.28,High
16329,16329,22342,683,18.24,Medium
16330,16330,3543,523,24.94,VeryHigh
16331,16331,2752,572,24.14,VeryHigh
16332,16332,50553,639,17.94,High
16333,16333,29318,616,22.25,High
16334,16334,6746,656,19.7,High
16335,16335,20663,593,23.07,High
16336,16336,4298,657,21.32,High
16337,16337,15065,668,17.57,High
16338,16338,39292,757,17.3,Low
16339,16339,126234,674,15.62,Medium
16340,16340,7992,594,21.02,High
16341,16341,20319,681,18.6,Medium
16342,16342,19735,703,18.64,Medium
16343,16343,48547,741,14.64,Low
16344,16344,55161,719,19.91,Medium
16345,16345,66063,734,14.55,Medium
16346,16346,27723,670,16.63,Medium
16347,16347,14230,671,15.99,Medium
16348,16348,10362,629,21.42,High
16349,16349,16885,672,18.78,Medium
16350,16350,40124,740,15.73,Low
16351,16351,17757,660,21.47,High
16352,16352,35511,748,17.6,Low
16353,16353,3956,527,22.36,VeryHigh
16354,16354,3252,668,17.53,High
16355,16355,12446,662,18.68,High
16356,16356,9247,682,16.03,Medium
16357,16357,6385,607,20.67,High
16358,16358,19795,659,18.63,High
16359,16359,40223,693,15.09,Medium
16360,16360,4744,706,17.56,Medium
16361,16361,7402,656,20.12,High
16362,16362,12831,596,23.46,High
16363,16363,5514,568,23.83,VeryHigh
16364,16364,3186,629,18.11,High
16365,16365,30883,659,18.72,High
16366,16366,27562,599,24.33,High
16367,16367,15814,673,19.3,Medium
16368,16368,23300,752,18.47,Low
16369,16369,22742,707,14.99,Medium
16370,16370,5448,578,20.25,VeryHigh
16371,16371,2500,498,22.07,VeryHigh
16372,16372,33504,696,18.11,Medium
16373,16373,21245,635,17.92,High
16374,16374,68616,737,14.28,Medium
16375,16375,19344,545,24.37,VeryHigh
16376,16376,12733,698,16.87,Medium
16377,16377,14213,662,19.07,High
16378,16378,14108,576,21.84,VeryHigh
16379,16379,32427,651,17.76,High
16380,16380,2751,672,17.73,Medium
16381,16381,36613,655,19.53,High
16382,16382,9853,603,20.6,High
16383,16383,15167,602,21.38,High
16384,16384,31226,652,20.16,High
16385,16385,10030,561,25.53,VeryHigh
16386,16386,7932,577,18.4,VeryHigh
16387,16387,8729,740,15.52,Low
16388,16388,9963,627,19.07,High
16389,16389,9290,637,20.81,High
16390,16390,6754,615,19.39,High
16391,16391,5458,427,26.32,VeryHigh
16392,16392,2727,578,23.37,VeryHigh
16393,16393,26980,731,16.73,Medium
16394,16394,25226,689,19.52,Medium
16395,16395,2390,598,22.51,High
16396,16396,10120,649,19.83,High
16397,16397,54043,744,15.72,Low
16398,16398,3702,598,19.15,High
16399,16399,6445,663,18.45,High
16400,16400,12399,623,20.43,High
16401,16401,2389,565,19.94,VeryHigh
16402,16402,23246,687,19.69,Medium
16403,16403,3782,561,20.94,VeryHigh
16404,16404,19273,667,17.99,High
16405,16405,9945,590,22.98,High
16406,16406,18487,750,15.4,Low
16407,16407,7188,628,17.95,High
16408,16408,6910,667,19.98,High
16409,16409,37343,709,16.6,Medium
16410,16410,22328,706,18.49,Medium
16411,16411,17396,716,16.69,Medium
16412,16412,20508,732,15.77,Medium
16413,16413,11017,760,15.79,Low
16414,16414,24891,658,20.25,High
16415,16415,18471,645,21.33,High
16416,16416,2095,624,22.38,High
16417,16417,5231,641,20.43,High
16418,16418,7126,656,20.42,High
16419,16419,9271,715,17.36,Medium
16420,16420,11326,600,21.18,High
16421,16421,15673,755,16.96,Low
16422,16422,11078,648,20.51,High
16423,16423,9561,781,14.14,Low
16424,16424,13144,662,21.52,High
16425,16425,2289,651,18.57,High
16426,16426,19311,674,17.4,Medium
16427,16427,35835,713,18.04,Medium
16428,16428,10486,615,20.9,High
16429,16429,15860,613,20.62,High
16430,16430,13219,669,17.57,High
16431,16431,3446,534,25.96,VeryHigh
16432,16432,24742,655,19.01,High
16433,16433,37209,627,18.96,High
16434,16434,117595,822,11.87,VeryLow
16435,16435,23716,656,21.28,High
16436,16436,86773,766,14.98,Low
16437,16437,32509,739,12.41,Medium
16438,16438,3711,631,20.42,High
16439,16439,13694,702,17.44,Medium
16440,16440,31177,641,18.63,High
16441,16441,10676,630,18.84,High
16442,16442,5109,601,20.56,High
16443,16443,30175,554,22.27,VeryHigh
16444,16444,7632,600,21.66,High
16445,16445,27325,667,16.88,High
16446,16446,21139,695,18.54,Medium
16447,16447,56774,711,18.07,Medium
16448,16448,23276,615,19.9,High
16449,16449,16937,628,20.48,High
16450,16450,27321,656,18.97,High
16451,16451,16384,694,17.21,Medium
16452,16452,29805,725,17.11,Medium
16453,16453,15313,674,20.14,Medium
16454,16454,3011,573,21.27,VeryHigh
16455,16455,2886,540,24.03,VeryHigh
16456,16456,4994,586,20.82,High
16457,16457,44779,682,18.47,Medium
16458,16458,12563,665,17.61,High
16459,16459,37501,707,16.17,Medium
16460,16460,6992,652,20.17,High
16461,16461,12719,613,20.94,High
16462,16462,31331,692,18.28,Medium
16463,16463,25884,708,15.27,Medium
16464,16464,200322,705,15.13,Medium
16465,16465,8019,631,20.04,High
16466,16466,5959,630,19.55,High
16467,16467,8412,710,17.32,Medium
16468,16468,8034,627,21.75,High
16469,16469,42386,807,11.98,VeryLow
16470,16470,6654,651,18.96,High
16471,16471,7688,562,24.28,VeryHigh
16472,16472,36438,714,17.89,Medium
16473,16473,25055,773,16.31,Low
16474,16474,52629,659,19.86,High
16475,16475,67043,720,16.37,Medium
16476,16476,10304,615,18.94,High
16477,16477,6049,613,18.63,High
16478,16478,3879,621,21.07,High
16479,16479,17778,643,19.43,High
16480,16480,11870,628,22.41,High
16481,16481,75349,663,17.45,High
16482,16482,38353,741,17.09,Low
16483,16483,3092,557,24.14,VeryHigh
16484,16484,8392,586,21.54,High
16485,16485,6108,576,21.4,VeryHigh
16486,16486,40057,685,19.55,Medium
16487,16487,5365,580,20.94,High
16488,16488,11270,684,16.71,Medium
16489,16489,7520,570,22.43,VeryHigh
16490,16490,13935,760,14.65,Low
16491,16491,36062,695,17.38,Medium
16492,16492,7190,699,19.26,Medium
16493,16493,39141,643,20.98,High
16494,16494,21472,644,19.39,High
16495,16495,17570,640,18.47,High
16496,16496,20944,642,17.82,High
16497,16497,3778,659,20.72,High
16498,16498,14805,590,20.11,High
16499,16499,53713,630,22.24,High
16500,16500,32475,784,12.92,Low
16501,16501,8868,675,20.45,Medium
16502,16502,16195,687,18.6,Medium
16503,16503,26522,678,16.66,Medium
16504,16504,4273,700,16.37,Medium
16505,16505,2038,534,24.39,VeryHigh
16506,16506,3686,573,21.91,VeryHigh
16507,16507,49909,638,19.76,High
16508,16508,2852,587,19.53,High
16509,16509,37680,730,19.19,Medium
16510,16510,8887,565,20.11,VeryHigh
16511,16511,5469,623,20.92,High
16512,16512,3363,594,21.35,High
16513,16513,2435,578,23.11,VeryHigh
16514,16514,20430,587,22.22,High
16515,16515,15736,622,22.49,High
16516,16516,7507,702,15.2,Medium
16517,16517,3843,622,19.95,High
16518,16518,2755,682,17.94,Medium
16519,16519,15857,657,19.25,High
16520,16520,160280,685,15.93,Medium
16521,16521,24941,586,21.54,High
16522,16522,10908,665,19.41,High
16523,16523,4183,579,21.03,VeryHigh
16524,16524,14548,581,22.23,High
16525,16525,1684,593,21.62,High
16526,16526,3362,529,24.71,VeryHigh
16527,16527,14981,616,19.36,High
16528,16528,18558,591,23.04,High
16529,16529,7051,658,18.8,High
16530,16530,7580,655,18.48,High
16531,16531,40808,724,15.75,Medium
16532,16532,13271,686,17.42,Medium
16533,16533,42459,707,17.23,Medium
16534,16534,6559,593,21.61,High
16535,16535,43548,720,16.99,Medium
16536,16536,3932,608,21.81,High
16537,16537,41521,729,18.11,Medium
16538,16538,7244,581,20.2,High
16539,16539,51163,804,13.88,VeryLow
16540,16540,31624,683,16.48,Medium
16541,16541,5825,715,16.17,Medium
16542,16542,17366,664,15.64,High
16543,16543,83269,666,18.76,High
16544,16544,5631,655,18.62,High
16545,16545,3380,651,20.29,High
16546,16546,6463,574,22.5,VeryHigh
16547,16547,5406,635,19.71,High
16548,16548,7039,613,23.27,High
16549,16549,7573,617,20.48,High
16550,16550,4036,603,22.2,High
16551,16551,24019,595,22.7,High
16552,16552,2127,644,20.16,High
16553,16553,3279,594,20.69,High
16554,16554,6328,683,18.68,Medium
16555,16555,6498,643,18.87,High
16556,16556,9724,700,16.57,Medium
16557,16557,8948,629,18.14,High
16558,16558,5520,565,25.52,VeryHigh
16559,16559,15666,634,17.2,High
16560,16560,3405,551,23.57,VeryHigh
16561,16561,3507,712,18.68,Medium
16562,16562,19589,672,17.05,Medium
16563,16563,51496,632,18.35,High
16564,16564,5563,512,24.84,VeryHigh
16565,16565,52915,584,21.62,High
16566,16566,26238,582,21.7,High
16567,16567,17210,679,17.98,Medium
16568,16568,13341,576,24.8,VeryHigh
16569,16569,41590,794,13.34,Low
16570,16570,27167,650,19.37,High
16571,16571,25674,730,15.34,Medium
16572,16572,12806,707,17.28,Medium
16573,16573,5536,619,20.92,High
16574,16574,8302,556,20.65,VeryHigh
16575,16575,17836,668,19.6,High
16576,16576,19461,757,15.21,Low
16577,16577,10969,708,18.11,Medium
16578,16578,30251,735,18.71,Medium
16579,16579,26740,634,22.55,High
16580,16580,46287,735,19.28,Medium
16581,16581,6980,574,24.16,VeryHigh
16582,16582,7232,639,20.07,High
16583,16583,15466,591,24.04,High
16584,16584,3341,572,23.13,VeryHigh
16585,16585,37628,753,16.09,Low
16586,16586,25763,620,19.44,High
16587,16587,11559,645,18.02,High
16588,16588,13735,522,24.01,VeryHigh
16589,16589,5363,604,21.2,High
16590,16590,5184,630,21.59,High
16591,16591,2949,576,20.39,VeryHigh
16592,16592,3097,544,22.87,VeryHigh
16593,16593,12908,642,19.82,High
16594,16594,70692,618,21.06,High
16595,16595,3234,675,16.98,Medium
16596,16596,14167,765,14.77,Low
16597,16597,7458,614,21.29,High
16598,16598,31111,669,18.87,High
16599,16599,10637,663,19.3,High
16600,16600,9446,663,18.23,High
16601,16601,20425,677,18.4,Medium
16602,16602,49367,766,13.98,Low
16603,16603,1608,659,19.14,High
16604,16604,9390,684,16.75,Medium
16605,16605,10545,693,19.38,Medium
16606,16606,47559,619,18.74,High
16607,16607,71502,754,16.01,Low
16608,16608,7433,602,21.91,High
16609,16609,13633,679,17.35,Medium
16610,16610,33040,632,19.49,High
16611,16611,12995,672,16.51,Medium
16612,16612,2524,531,21.45,VeryHigh
16613,16613,33462,645,18.98,High
16614,16614,10990,607,22.68,High
16615,16615,49610,639,17.63,High
16616,16616,45965,701,19.36,Medium
16617,16617,13172,640,20.52,High
16618,16618,9477,620,21.46,High
16619,16619,12054,604,20.33,High
16620,16620,9616,658,20.17,High
16621,16621,3196,535,23.69,VeryHigh
